0, 0, 36, 12, -1, -1, -1, -1
1, 0.000227, 8, 12, -1, -1, -1, -1
2, 0.016275, 608, 2348, -1, -1, -1, -1
3, 0.249428, 1619, 7792, 279.933, 7.00909, 0, -1
7, 0.075699, 905, 4098, 35.0253, 4.4279, -1, -1
6, 0.014433, 5594, 27009, 38.5925, 4.31831, -1, -1
7, 0.170605, 2618, 12137, 8.66577, 3.94723, -1, -1
8, 0.072263, 2618, 12078, 7.9732, 3.87728, -1, -1
9, 0.034664, 2618, 12078, 5.80538, 3.71558, -1, -1
7, 0.026336, 2301, 10524, 5.80538, 3.68566, -1, -1
7, 0.069319, 1478, 6415, 9.84487, 4.00743, -1, -1
8, 0.02247, 1478, 6331, 9.64581, 3.84281, -1, -1
7, 0.007645, 1439, 6145, 9.94043, 3.87907, -1, -1
8, 0.017671, 1439, 6137, 9.94043, 3.86225, -1, -1
7, 0.003029, 1436, 6118, 9.94043, 3.86251, -1, -1
8, 0.015677, 1436, 6117, 9.94043, 3.85845, -1, -1
7, 0.00319, 1435, 6111, 9.94043, 3.8592, -1, -1
8, 0.01542, 1435, 6112, 9.94043, 3.85793, -1, -1
4, 0.550328, 1435, 6112, 9.94043, 3.85793, -1, -1
5, 0.020439, 681, 2593, 9.94043, 3.89048, -1, -1
-1, 0.836697, 681, 2593, 9.94043, 3.89048, 0, 20
